"Engine","Line","Method"
"AddUsingsPreview","public String ToString()","ToString"
"AddUsingsPreview","public Int32 GetHashCode()","GetHashCode"
"AddUsingsPreview","public Boolean Equals(Object obj)","Equals"
"AddUsingsPreview","public Boolean Equals(AddUsingsPreview other)","Equals"
"AddUsingsPreview","public AddUsingsPreview <Clone>$()","<Clone>$"
"AddUsingsPreview","public Void Deconstruct(Boolean& SolutionRequired, List`1& UsingsToAdd, String& Warning, String& UpdatedContent)","Deconstruct"
"AdvancedLogicEngine","public async Task<Dictionary<String, String>> InvertBooleanLogicAsync(String filePath, String boolName, CancellationToke","InvertBooleanLogicAsync"
"AdvancedLogicEngine","public async Task<String> ConvertIfToSwitchExpressionAsync(String filePath, String methodName, CancellationToken cancell","ConvertIfToSwitchExpressionAsync"
"AdvancedLogicEngine","public async Task<String> ConvertIfToSwitchStatementAsync(String filePath, String methodName, CancellationToken cancella","ConvertIfToSwitchStatementAsync"
"AdvancedLogicEngine","public async Task<String> ExtensionToStaticAsync(String filePath, String methodName, CancellationToken cancellationToken","ExtensionToStaticAsync"
"AdvancedLogicEngine","public async Task<String> ConvertStaticToExtensionAsync(String filePath, String methodName, CancellationToken cancellati","ConvertStaticToExtensionAsync"
"AdvancedLogicEngine","public async Task<String> ConvertForEachToForAsync(String filePath, Int32 line, CancellationToken ct = null)","ConvertForEachToForAsync"
"AdvancedLogicEngine","public async Task<String> ConvertForToForEachAsync(String filePath, Int32 line, CancellationToken ct = null)","ConvertForToForEachAsync"
"AdvancedLogicEngine","public async Task<String> ConvertWhileToForAsync(String filePath, Int32 line, CancellationToken ct = null)","ConvertWhileToForAsync"
"AdvancedRefactoringEngine","public async Task<String> ReplaceStringConcatWithInterpolationAsync(String filePath, CancellationToken cancellationToken","ReplaceStringConcatWithInterpolationAsync"
"AdvancedRefactoringEngine","public async Task<String> OptimizeTaskWaitAsync(String filePath, CancellationToken cancellationToken = null)","OptimizeTaskWaitAsync"
"AdvancedRefactoringEngine","public async Task<Dictionary<String, String>> ExtractServiceFromControllerAsync(String filePath, String controllerName, ","ExtractServiceFromControllerAsync"
"AdvancedStructuralEngine","public async Task<String> ConvertAbstractClassToInterfaceAsync(String filePath, String className, CancellationToken canc","ConvertAbstractClassToInterfaceAsync"
"AdvancedStructuralEngine","public async Task<String> ReplaceConstructorWithFactoryAsync(String filePath, String className, CancellationToken cancel","ReplaceConstructorWithFactoryAsync"
"AdvancedStructuralEngine","public async Task<Dictionary<String, String>> ExtractSuperclassAsync(String[] filePaths, String[] classNames, String new","ExtractSuperclassAsync"
"AdvancedStructuralEngine","public async Task<Dictionary<String, String>> ExtractClassAsync(String filePath, String className, String newClassName, ","ExtractClassAsync"
"AdvancedStructuralEngine","public async Task<Dictionary<String, String>> InlineClassAsync(String sourceFilePath, String targetFilePath, String clas","InlineClassAsync"
"AdvancedTypeEngine","public async Task<Dictionary<String, String>> ConvertTupleToClassAsync(String filePath, String methodName, String newCla","ConvertTupleToClassAsync"
"AdvancedTypeEngine","public async Task<Dictionary<String, String>> ChangePropertyTypeAsync(String filePath, String className, String property","ChangePropertyTypeAsync"
"AdvancedTypeEngine","public async Task<Dictionary<String, String>> ConvertAnonymousToNamedAsync(String filePath, String newClassName, Cancell","ConvertAnonymousToNamedAsync"
"AnalysisEngine","public async Task<List<LargeTypeReport>> FindLargeTypesAsync(Int32 maxLines = 500, String projectName = null, Cancellati","FindLargeTypesAsync"
"AnalysisEngine","public async Task<List<LargeMethodReport>> FindLargeMethodsAsync(Int32 maxLines = 50, String projectName = null, Cancell","FindLargeMethodsAsync"
"AnalysisEngine","public async Task<List<DuplicateMethodGroup>> FindDuplicateMethodsAsync(Int32 minStatements = 5, String projectName = nu","FindDuplicateMethodsAsync"
"AnalysisEngine","public async Task<List<InterfaceCandidateReport>> FindInterfaceExtractionCandidatesAsync(Int32 minPublicMethods = 3, Str","FindInterfaceExtractionCandidatesAsync"
"AnalysisEngine","public async Task<List<String>> DetectLongParameterListsAsync(Int32 threshold = 5, String projectName = null, Cancellati","DetectLongParameterListsAsync"
"AnalysisEngine","public async Task<List<String>> FindUninstantiatedTypesAsync(String projectName = null, CancellationToken cancellationTo","FindUninstantiatedTypesAsync"
"AnalysisEngine","public async Task<List<String>> DetectUnreachableCodeAsync(String filePath, String methodName, CancellationToken cancell","DetectUnreachableCodeAsync"
"AnalysisEngine","public async Task<List<String>> FindCircularDependenciesAsync(CancellationToken cancellationToken = null)","FindCircularDependenciesAsync"
"AnalysisEngine","public async Task<String> GenerateCallTreeAsync(String filePath, String methodName, Int32 depth = 3, CancellationToken c","GenerateCallTreeAsync"
"AnalysisEngine","public async Task<String> GenerateEqualityOverridesAsync(String filePath, String className, CancellationToken cancellati","GenerateEqualityOverridesAsync"
"AnalysisEngine","public async Task<List<String>> DetectMemoryLeaksAsync(String filePath, CancellationToken cancellationToken = null)","DetectMemoryLeaksAsync"
"AnalysisEngine","public async Task<List<String>> AnalyzeSemaphoreUsageAsync(String filePath, CancellationToken cancellationToken = null)","AnalyzeSemaphoreUsageAsync"
"AnalysisEngine","public async Task<List<String>> FindPossibleInfiniteLoopsAsync(String filePath, CancellationToken cancellationToken = nu","FindPossibleInfiniteLoopsAsync"
"AnalysisEngine","public async Task<List<String>> FindInternalClassesThatCouldBePrivateAsync(String projectName = null, CancellationToken ","FindInternalClassesThatCouldBePrivateAsync"
"AnalysisEngine","public async Task<List<String>> DetectMismatchedAwaitAsync(String filePath = null, String projectName = null, Cancellati","DetectMismatchedAwaitAsync"
"AnalysisEngine","public async Task<List<String>> CheckForEmptyCatchBlocksAsync(String filePath = null, String projectName = null, Cancell","CheckForEmptyCatchBlocksAsync"
"AnalysisEngine","public async Task<List<String>> FindLargeSwitchStatementsAsync(Int32 threshold = 10, String projectName = null, Cancella","FindLargeSwitchStatementsAsync"
"AnalysisEngine","public async Task<List<String>> CheckForRedundantCastAsync(String filePath = null, String projectName = null, Cancellati","CheckForRedundantCastAsync"
"AnalysisEngine","public async Task<List<String>> OptimizeResourceDisposalAsync(String filePath = null, String projectName = null, Cancell","OptimizeResourceDisposalAsync"
"AnalysisEngine","public async Task<List<String>> DetectReflectionUsageAsync(String filePath = null, String projectName = null, Cancellati","DetectReflectionUsageAsync"
"AnalysisEngine","public async Task<List<String>> DetectInefficientStringComparisonsAsync(String filePath = null, String projectName = nul","DetectInefficientStringComparisonsAsync"
"AnalysisEngine","public async Task<List<String>> FindBoxingAllocationsAsync(String filePath = null, String projectName = null, Cancellati","FindBoxingAllocationsAsync"
"AnalysisEngine","public async Task<List<String>> FindPossibleDeadlocksAsync(String projectName = null, String filePath = null, Cancellati","FindPossibleDeadlocksAsync"
"AnalysisEngine","public async Task<List<String>> FindUnusedInterfacesAsync(String projectName = null, CancellationToken cancellationToken","FindUnusedInterfacesAsync"
"AnalysisEngine","public async Task<List<String>> FindCircularTypeReferencesAsync(String projectName = null, CancellationToken cancellatio","FindCircularTypeReferencesAsync"
"AnalysisEngine","public async Task<List<String>> FindFinalizerOnDisposableAsync(String projectName = null, CancellationToken cancellation","FindFinalizerOnDisposableAsync"
"AnalysisEngine","public async Task<List<String>> FindUnboundedStaticCollectionsAsync(String projectName = null, CancellationToken cancell","FindUnboundedStaticCollectionsAsync"
"AnalysisEngine","public async Task<List<String>> FindUnboundedRecursionAsync(String projectName = null, String filePath = null, Cancellat","FindUnboundedRecursionAsync"
"AnalysisEngine","public async Task<List<String>> FindMisboundOverloadChainsAsync(String projectName = null, CancellationToken cancellatio","FindMisboundOverloadChainsAsync"
"AnalysisEngine","public async Task<List<String>> FindMissingGenericConstraintsAsync(String projectName = null, String filePath = null, Ca","FindMissingGenericConstraintsAsync"
"AnalysisEngine","public async Task<NamespacePathMismatchReport> FindNamespacePathMismatchesAsync(Solution solution, String projectName, C","FindNamespacePathMismatchesAsync"
"AnalyzerIssue","public String ToString()","ToString"
"AnalyzerIssue","public Int32 GetHashCode()","GetHashCode"
"AnalyzerIssue","public Boolean Equals(Object obj)","Equals"
"AnalyzerIssue","public Boolean Equals(AnalyzerIssue other)","Equals"
"AnalyzerIssue","public AnalyzerIssue <Clone>$()","<Clone>$"
"AnalyzerIssue","public Void Deconstruct(String& RuleId, String& Message, Int32& Line)","Deconstruct"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> DetectAntiPatternsAsync(String filePath = null, String projectName = null, S","DetectAntiPatternsAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindMutablePublicPropertiesAsync(String filePath = null, String projectName ","FindMutablePublicPropertiesAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindNamingViolationsAsync(String filePath = null, String projectName = null,","FindNamingViolationsAsync"
"AntiPatternEngine","public async Task<List<MagicValueFinding>> FindStringMagicValuesAsync(String filePath = null, String projectName = null,","FindStringMagicValuesAsync"
"AntiPatternEngine","public async Task<List<MissingCancellationTokenFinding>> FindMissingCancellationTokensAsync(String filePath = null, Stri","FindMissingCancellationTokensAsync"
"AntiPatternEngine","public async Task<List<ExceptionHandlingFinding>> AnalyzeExceptionHandlingAsync(String filePath, CancellationToken ct = ","AnalyzeExceptionHandlingAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindLongParameterListAsync(String filePath = null, String projectName = null","FindLongParameterListAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindPrimitiveObsessionAsync(String filePath = null, String projectName = nul","FindPrimitiveObsessionAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindInconsistentAsyncSuffixAsync(String filePath = null, String projectName ","FindInconsistentAsyncSuffixAsync"
"AntiPatternEngine","public async Task<List<OutParamMethodFinding>> FindMultipleOutParameterMethodsAsync(String filePath = null, String proje","FindMultipleOutParameterMethodsAsync"
"AntiPatternEngine","public async Task<List<AntiPatternFinding>> FindValueTypeMutationIntentAsync(String filePath = null, String projectName ","FindValueTypeMutationIntentAsync"
"AntiPatternEngine","public async Task<List<ObsoleteCallerFinding>> FindObsoleteCallersAsync(String messagePattern = null, String filePath = ","FindObsoleteCallersAsync"
"AntiPatternEngine","public async Task<AsyncMigrationProgressReport> GetAsyncMigrationProgressAsync(String projectName = null, CancellationTo","GetAsyncMigrationProgressAsync"
"AntiPatternFinding","public String ToString()","ToString"
"AntiPatternFinding","public Int32 GetHashCode()","GetHashCode"
"AntiPatternFinding","public Boolean Equals(Object obj)","Equals"
"AntiPatternFinding","public Boolean Equals(AntiPatternFinding other)","Equals"
"AntiPatternFinding","public AntiPatternFinding <Clone>$()","<Clone>$"
"AntiPatternFinding","public Void Deconstruct(String& Pattern, String& Description, String& Severity, String& FilePath, Int32& Line, String& S","Deconstruct"
"ApiAutomationEngine","public async Task<String> GenerateHttpClientForControllerAsync(String filePath, String controllerName, CancellationToken","GenerateHttpClientForControllerAsync"
"ApiIntegrationEngine","public async Task<String> AddValidationToPocoAsync(String filePath, String className, CancellationToken cancellationToke","AddValidationToPocoAsync"
"ApiSurfaceEntry","public String ToString()","ToString"
"ApiSurfaceEntry","public Int32 GetHashCode()","GetHashCode"
"ApiSurfaceEntry","public Boolean Equals(Object obj)","Equals"
"ApiSurfaceEntry","public Boolean Equals(ApiSurfaceEntry other)","Equals"
"ApiSurfaceEntry","public ApiSurfaceEntry <Clone>$()","<Clone>$"
"ApiSurfaceEntry","public Void Deconstruct(String& TypeName, String& MemberName, String& Signature, String& Kind, Boolean& IsVirtual, Boole","Deconstruct"
"ApplyCancellationTokenToFileResult","public String ToString()","ToString"
"ApplyCancellationTokenToFileResult","public Int32 GetHashCode()","GetHashCode"
"ApplyCancellationTokenToFileResult","public Boolean Equals(Object obj)","Equals"
"ApplyCancellationTokenToFileResult","public Boolean Equals(ApplyCancellationTokenToFileResult other)","Equals"
"ApplyCancellationTokenToFileResult","public ApplyCancellationTokenToFileResult <Clone>$()","<Clone>$"
"ApplyCancellationTokenToFileResult","public Void Deconstruct(List`1& ModifiedMethods, List`1& SkippedMethods, Int32& TotalModified, Boolean& WroteToFile, Boo","Deconstruct"
"ApplyChangesResult","public String ToString()","ToString"
"ApplyChangesResult","public Int32 GetHashCode()","GetHashCode"
"ApplyChangesResult","public Boolean Equals(Object obj)","Equals"
"ApplyChangesResult","public Boolean Equals(ApplyChangesResult other)","Equals"
"ApplyChangesResult","public ApplyChangesResult <Clone>$()","<Clone>$"
"ApplyChangesResult","public Void Deconstruct(Boolean& Success, List`1& SucceededFiles, Dictionary`2& FailedFiles, String& Summary, Boolean& W","Deconstruct"
"ArchitecturalEngine","public async Task<String> ConvertToBackgroundServiceAsync(String filePath, String className, CancellationToken cancellat","ConvertToBackgroundServiceAsync"
"ArchitecturalEngine","public async Task<List<CircularDependencyChain>> FindCircularDependenciesAsync(String projectName = null, CancellationTo","FindCircularDependenciesAsync"
"ArchitecturalEngine","public async Task<List<LayerViolation>> DetectLayerViolationsAsync(String projectName = null, String filePath = null, Ca","DetectLayerViolationsAsync"
"AsyncBatchEngine","public async Task<BridgeBatchResult> RunBridgeBatchAsync(String projectName = null, Int32 maxBridges = 10, Int32 scoreTh","RunBridgeBatchAsync"
"AsyncBatchEngine","public async Task<UpliftBatchResult> RunUpliftBatchAsync(String bridgedMethodName, String projectName = null, Int32 maxC","RunUpliftBatchAsync"
"AsyncBatchEngine","public async Task<PropagateCtBatchResult> PropagateCancellationTokenBatchAsync(PropagateCtBatchInput input, Cancellation","PropagateCancellationTokenBatchAsync"
"AsyncBatchEngine","public async Task<UpliftBatchMultiResult> RunUpliftBatchMultiAsync(UpliftBatchMultiInput input, CancellationToken cancel","RunUpliftBatchMultiAsync"
"AsyncMigrationProgressReport","public String ToString()","ToString"
"AsyncMigrationProgressReport","public Int32 GetHashCode()","GetHashCode"
"AsyncMigrationProgressReport","public Boolean Equals(Object obj)","Equals"
"AsyncMigrationProgressReport","public Boolean Equals(AsyncMigrationProgressReport other)","Equals"
"AsyncMigrationProgressReport","public AsyncMigrationProgressReport <Clone>$()","<Clone>$"
"AsyncMigrationProgressReport","public Void Deconstruct(Int32& TotalAsyncMethods, Int32& WithCancellationToken, Int32& WithoutCancellationToken, Double&","Deconstruct"
"AsyncOptimizationEngine","public async Task<String> OptimizeToValueTaskAsync(String filePath, String methodName, CancellationToken cancellationTok","OptimizeToValueTaskAsync"
"AsyncOptimizationEngine","public async Task<String> OptimizeIndependentAwaitsAsync(String filePath, String methodName, CancellationToken cancellat","OptimizeIndependentAwaitsAsync"
"AsyncOptimizationEngine","public async Task<String> GenerateAsyncOverloadAsync(String filePath, String methodName, CancellationToken cancellationT","GenerateAsyncOverloadAsync"
"AsyncOptimizationEngine","public async Task<String> ConvertToAsyncBridgeAsync(String filePath, String methodName, CancellationToken cancellationTo","ConvertToAsyncBridgeAsync"
"AsyncOptimizationEngine","public async Task<String> AddConfigureAwaitFalseAsync(String filePath, Boolean libraryMode = true, CancellationToken can","AddConfigureAwaitFalseAsync"
"AsyncOptimizationEngine","public async Task<String> RemoveConfigureAwaitFalseAsync(String filePath, CancellationToken cancellationToken = null)","RemoveConfigureAwaitFalseAsync"
"AsyncOptimizationEngine","public async Task<String> ConvertToAsyncEnumerableAsync(String filePath, String methodName, CancellationToken cancellati","ConvertToAsyncEnumerableAsync"
"AsyncOptimizationEngine","public async Task<String> AddCancellationTokenToMethodAsync(String filePath, String methodName, CancellationToken cancel","AddCancellationTokenToMethodAsync"
"AsyncOptimizationEngine","public async Task<ValueTuple<String, List<String>, List<String>>> ApplyCancellationTokenToFileAsync(String filePath, Str","ApplyCancellationTokenToFileAsync"
"AsyncOptimizationEngine","public async Task<FlagMigrationCandidateEngineResult> FlagMigrationCandidateAsync(String filePath, String methodName, St","FlagMigrationCandidateAsync"
"AsyncOptimizationEngine","public async Task<ValueTuple<List<FlagMigrationCandidateEngineResult>, List<ValueTuple<Int32, String>>>> FlagMultipleMig","FlagMultipleMigrationCandidatesAsync"
"AsyncOptimizationEngine","public async Task<List<MigrationCandidateFinding>> FindMigrationCandidatesAsync(String filePath = null, String projectNa","FindMigrationCandidatesAsync"
"AsyncOptimizationEngine","public async Task<FlagCandidatesInProjectEngineResult> FlagCandidatesInProjectAsync(String projectName = null, String pa","FlagCandidatesInProjectAsync"
"AsyncOptimizationEngine","public async Task<ValueTuple<String, PropagateCtResult>> PropagateCancellationTokenInMethodAsync(String filePath, String","PropagateCancellationTokenInMethodAsync"
"AsyncOptimizationEngine","public async Task<ValueTuple<String, PropagateCtFileResult>> PropagateCancellationTokenInFileAsync(String filePath, Stri","PropagateCancellationTokenInFileAsync"
"AsyncOptimizationEngine","public Task<ValueTuple<String, PropagateCtFileResult>> PropagateCancellationTokenInSourceAsync(String source, String fil","PropagateCancellationTokenInSourceAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> DetectAsyncVoidMethodsAsync(String filePath, CancellationToken cancellationTo","DetectAsyncVoidMethodsAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindTaskYieldUsageAsync(String filePath, CancellationToken cancellationToken ","FindTaskYieldUsageAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindTaskDelayUsageAsync(String filePath, CancellationToken cancellationToken ","FindTaskDelayUsageAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindTaskDelayZeroUsageAsync(String filePath, CancellationToken cancellationTo","FindTaskDelayZeroUsageAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindTaskWhenAllUsageAsync(String filePath, CancellationToken cancellationToke","FindTaskWhenAllUsageAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindConfigureAwaitMissingAsync(String filePath, CancellationToken cancellatio","FindConfigureAwaitMissingAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindBlockingCallsInAsyncAsync(String filePath, CancellationToken cancellation","FindBlockingCallsInAsyncAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindAsyncInConstructorAsync(String filePath, CancellationToken cancellationTo","FindAsyncInConstructorAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindTaskRunInAsyncAsync(String filePath, CancellationToken cancellationToken ","FindTaskRunInAsyncAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindConcurrentCollectionOpportunitiesAsync(String filePath, CancellationToken","FindConcurrentCollectionOpportunitiesAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindUnsafeLazyInitAsync(String filePath, CancellationToken cancellationToken ","FindUnsafeLazyInitAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> DetectValueTaskMisuseAsync(String filePath, CancellationToken cancellationTok","DetectValueTaskMisuseAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindAsyncOverSyncAsync(String filePath, CancellationToken cancellationToken =","FindAsyncOverSyncAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindCancellationTokenNotForwardedAsync(String filePath = null, CancellationTo","FindCancellationTokenNotForwardedAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindUnawaitedFireAndForgetAsync(String filePath = null, String projectName = ","FindUnawaitedFireAndForgetAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindSequentialIndependentAwaitsAsync(String filePath = null, CancellationToke","FindSequentialIndependentAwaitsAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindAsyncVoidWithoutTryCatchAsync(String filePath = null, CancellationToken c","FindAsyncVoidWithoutTryCatchAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindUnawakedDisposeAsyncAsync(String filePath = null, CancellationToken ct = ","FindUnawakedDisposeAsyncAsync"
"AsyncSafetyEngine","public async Task<List<AsyncSafetyReport>> FindUnobservedTaskInFieldAsync(String filePath = null, CancellationToken ct =","FindUnobservedTaskInFieldAsync"
"AsyncSafetyReport","public String ToString()","ToString"
"AsyncSafetyReport","public Int32 GetHashCode()","GetHashCode"
"AsyncSafetyReport","public Boolean Equals(Object obj)","Equals"
"AsyncSafetyReport","public Boolean Equals(AsyncSafetyReport other)","Equals"
"AsyncSafetyReport","public AsyncSafetyReport <Clone>$()","<Clone>$"
"AsyncSafetyReport","public Void Deconstruct(String& FilePath, String& MethodName, String& Reason)","Deconstruct"
"AttributeUsageSite","public String ToString()","ToString"
"AttributeUsageSite","public Int32 GetHashCode()","GetHashCode"
"AttributeUsageSite","public Boolean Equals(Object obj)","Equals"
"AttributeUsageSite","public Boolean Equals(AttributeUsageSite other)","Equals"
"AttributeUsageSite","public AttributeUsageSite <Clone>$()","<Clone>$"
"AttributeUsageSite","public Void Deconstruct(String& AttributeName, String& TargetKind, String& TargetName, String& ContainingType, String& F","Deconstruct"
"BestInsertionResult","public String ToString()","ToString"
"BestInsertionResult","public Int32 GetHashCode()","GetHashCode"
"BestInsertionResult","public Boolean Equals(Object obj)","Equals"
"BestInsertionResult","public Boolean Equals(BestInsertionResult other)","Equals"
"BestInsertionResult","public BestInsertionResult <Clone>$()","<Clone>$"
"BestInsertionResult","public Void Deconstruct(String& FilePath, String& ContainerName, String& MemberKind, Int32& InsertBeforeLine, String& Re","Deconstruct"
"BooleanSimplifierRewriter","public SyntaxNode VisitBinaryExpression(BinaryExpressionSyntax node)","VisitBinaryExpression"
"BracesRewriter","public SyntaxNode VisitIfStatement(IfStatementSyntax node)","VisitIfStatement"
"BreakerStatusReport","public String ToString()","ToString"
"BreakerStatusReport","public Int32 GetHashCode()","GetHashCode"
"BreakerStatusReport","public Boolean Equals(Object obj)","Equals"
"BreakerStatusReport","public Boolean Equals(BreakerStatusReport other)","Equals"
"BreakerStatusReport","public BreakerStatusReport <Clone>$()","<Clone>$"
"BreakerStatusReport","public Void Deconstruct(Boolean& Open, String& Severity, String& Directive, Int32& ConsecutiveFailureStreak, Int32& Tota","Deconstruct"
"BreakingChange","public String ToString()","ToString"
"BreakingChange","public Int32 GetHashCode()","GetHashCode"
"BreakingChange","public Boolean Equals(Object obj)","Equals"
"BreakingChange","public Boolean Equals(BreakingChange other)","Equals"
"BreakingChange","public BreakingChange <Clone>$()","<Clone>$"
"BreakingChange","public Void Deconstruct(String& ChangeKind, String& Description, String& AffectedMember, String& FilePath, Int32& Line)","Deconstruct"
"BreakingChangeEngine","public async Task<List<PublicApiMember>> GetPublicApiSurfaceAsync(String projectName = null, String filePath = null, Can","GetPublicApiSurfaceAsync"
"BreakingChangeEngine","public async Task<List<BreakingChange>> DetectBreakingChangesAsync(List<PublicApiMember> baseline, String projectName = ","DetectBreakingChangesAsync"
"BridgeAppliedInfo","public String ToString()","ToString"
"BridgeAppliedInfo","public Int32 GetHashCode()","GetHashCode"
"BridgeAppliedInfo","public Boolean Equals(Object obj)","Equals"
"BridgeAppliedInfo","public Boolean Equals(BridgeAppliedInfo other)","Equals"
"BridgeAppliedInfo","public BridgeAppliedInfo <Clone>$()","<Clone>$"
"BridgeAppliedInfo","public Void Deconstruct(String& FilePath, String& MethodName, String& AsyncMethodName)","Deconstruct"
"BridgeBatchResult","public String ToString()","ToString"
"BridgeBatchResult","public Int32 GetHashCode()","GetHashCode"
"BridgeBatchResult","public Boolean Equals(Object obj)","Equals"
"BridgeBatchResult","public Boolean Equals(BridgeBatchResult other)","Equals"
"BridgeBatchResult","public BridgeBatchResult <Clone>$()","<Clone>$"
"BridgeBatchResult","public Void Deconstruct(List`1& Applied, List`1& Skipped, Int32& RemainingCandidates, String& StopReason)","Deconstruct"
"BridgeCallRewriter","public SyntaxNode VisitInvocationExpression(InvocationExpressionSyntax node)","VisitInvocationExpression"
"BridgeSkippedInfo","public String ToString()","ToString"
"BridgeSkippedInfo","public Int32 GetHashCode()","GetHashCode"
"BridgeSkippedInfo","public Boolean Equals(Object obj)","Equals"
"BridgeSkippedInfo","public Boolean Equals(BridgeSkippedInfo other)","Equals"
"BridgeSkippedInfo","public BridgeSkippedInfo <Clone>$()","<Clone>$"
"BridgeSkippedInfo","public Void Deconstruct(String& FilePath, String& MethodName, String& Reason, List`1& Diagnostics)","Deconstruct"
"CallerInfo","public String ToString()","ToString"
"CallerInfo","public Int32 GetHashCode()","GetHashCode"
"CallerInfo","public Boolean Equals(Object obj)","Equals"
"CallerInfo","public Boolean Equals(CallerInfo other)","Equals"
"CallerInfo","public CallerInfo <Clone>$()","<Clone>$"
"CallerInfo","public Void Deconstruct(String& CallerMethod, String& CallerType, String& FilePath, Int32& Line, String& CodeSnippet)","Deconstruct"
"CallGraphNode","public String ToString()","ToString"
"CallGraphNode","public Int32 GetHashCode()","GetHashCode"
"CallGraphNode","public Boolean Equals(Object obj)","Equals"
"CallGraphNode","public Boolean Equals(CallGraphNode other)","Equals"
"CallGraphNode","public CallGraphNode <Clone>$()","<Clone>$"
"CallGraphNode","public Void Deconstruct(String& MethodName, String& ContainingType, String& FilePath, Nullable`1& Line, List`1& Callees)","Deconstruct"
"CancellationTokenResult","public String ToString()","ToString"
"CancellationTokenResult","public Int32 GetHashCode()","GetHashCode"
"CancellationTokenResult","public Boolean Equals(Object obj)","Equals"
"CancellationTokenResult","public Boolean Equals(CancellationTokenResult other)","Equals"
"CancellationTokenResult","public CancellationTokenResult <Clone>$()","<Clone>$"
"CancellationTokenResult","public Void Deconstruct(String& ChangeId, SourceTransformResult& Source)","Deconstruct"
"CandidateScoredItem","public String ToString()","ToString"
"CandidateScoredItem","public Int32 GetHashCode()","GetHashCode"
"CandidateScoredItem","public Boolean Equals(Object obj)","Equals"
"CandidateScoredItem","public Boolean Equals(CandidateScoredItem other)","Equals"
"CandidateScoredItem","public CandidateScoredItem <Clone>$()","<Clone>$"
"CandidateScoredItem","public Void Deconstruct(String& FilePath, String& MethodName, String& ClassName, Int32& Line, Int32& Score, String& Reas","Deconstruct"
"CaptiveDependencyFinding","public String ToString()","ToString"
"CaptiveDependencyFinding","public Int32 GetHashCode()","GetHashCode"
"CaptiveDependencyFinding","public Boolean Equals(Object obj)","Equals"
"CaptiveDependencyFinding","public Boolean Equals(CaptiveDependencyFinding other)","Equals"
"CaptiveDependencyFinding","public CaptiveDependencyFinding <Clone>$()","<Clone>$"
"CaptiveDependencyFinding","public Void Deconstruct(String& ConsumerClass, String& ConsumerLifetime, String& DependencyType, String& DependencyLifet","Deconstruct"
"CircularDependencyChain","public String ToString()","ToString"
"CircularDependencyChain","public Int32 GetHashCode()","GetHashCode"
"CircularDependencyChain","public Boolean Equals(Object obj)","Equals"
"CircularDependencyChain","public Boolean Equals(CircularDependencyChain other)","Equals"
"CircularDependencyChain","public CircularDependencyChain <Clone>$()","<Clone>$"
"CircularDependencyChain","public Void Deconstruct(List`1& Cycle, String& CycleType, List`1& FilePaths)","Deconstruct"
"CloneDetectionEngine","public async Task<List<DuplicateBlockGroup>> FindDuplicateBlocksInClassAsync(String filePath, String className, Int32 mi","FindDuplicateBlocksInClassAsync"
"CloneDetectionEngine","public async Task<List<DuplicateBlockGroup>> FindDuplicateBlocksInHierarchyAsync(String typeName, String projectName = n","FindDuplicateBlocksInHierarchyAsync"
"CodeFlowEngine","public async Task<String> ReduceBlockDepthAsync(String filePath, String methodName, CancellationToken cancellationToken ","ReduceBlockDepthAsync"
"CodeGenerationEngine","public GenerationResult GenerateClassesFromJson(String json, String rootClassName, String namespace)","GenerateClassesFromJson"
"CodeGenerationEngine","public async Task<String> GenerateConstructorAsync(String filePath, String className, CancellationToken ct = null)","GenerateConstructorAsync"
"CodeGenerationEngine","public async Task<GenerateToStringResult> GenerateToStringAsync(String filePath, String className, String[] excludePrope","GenerateToStringAsync"
